id,suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0,0.0,0.04144805509252934,0.940950867904448,0.00015243747130826288,0.05581182003846037,0.021519832927960926,0.9081997535764669,0.00012447289687839383
1,0.0,0.051771648998441805,0.9950805134516076,0.00016355677978166708,0.07342683277263964,0.0,0.5581306055926956,0.00019938898255573187
2,0.16755809395450158,0.014071666847992588,0.9044546234929716,2.3012415215270633e-05,0.05926969762194171,0.00547819979008252,0.6331399160124845,0.00024959975809244405
3,0.09280238654172723,0.0,1.0885351285735305,0.00011640373181905035,0.29717224636551476,0.0,0.8423288765186914,0.00023733390350192426
4,0.11092785497764932,0.0028445566521750967,0.963569882942478,0.0004978447110669561,0.0885588840525414,0.0,0.5717876591240689,0.0001145257051144167
5,0.0,0.02516836317807879,0.9041930764789159,0.00041494615977103545,0.08372801780547982,0.0,0.5770855344765191,7.185815017885902e-05
6,0.0013391658045963464,0.07053703122046613,0.9177141433548323,9.577115199053504e-05,0.016820396492878552,0.00965287988701869,0.5593651108740993,0.00016179121985857348
7,0.005766120015436768,0.0,0.8314831753399204,2.936937858758359e-05,0.0,0.040079023507239346,0.6406343253516878,0.0006685130160635574
8,0.06319064960225933,0.008506201136405182,1.255326180897947,0.0006825950412854204,0.0,0.007954554894765738,0.9234088253325162,0.0006584814750490062
9,0.0,0.0,0.8577189315591481,4.850754129611999e-05,0.10935912191126194,0.0,0.7524436371930164,0.0003892834967662288
10,0.0,0.0,0.8914527545854998,8.679164439579304e-05,0.14952156541390155,0.0,0.6132049953253762,8.33815916577249e-05
11,0.23005123099142852,0.013185091865835576,0.8419889270924418,0.00017756157964050933,0.06569558600735853,0.020925469717877024,0.5722748529433099,0.00012995793746096548
12,0.09757988841199684,0.0,0.9296740652168838,0.00018505098088605188,0.023406916234952647,0.0026207641088940685,0.8196937009780119,0.00029616033470018164
13,0.04249425514622437,0.0,1.071548655270826,2.6458112924309626e-05,0.0,0.006825375811106406,0.7526379365523196,9.080980793626152e-05
14,0.07809117417919151,0.08349067879227086,0.9264523638777593,0.00016907270591622945,0.0,0.0781176596570428,0.7323671412367706,2.3467534913371123e-05
15,0.16842299954545756,0.0,1.0342909922862964,4.6372238686301954e-05,0.13772750874058007,0.0,0.7445184035364605,0.0007600158083113447
16,0.0,0.03637905743777184,0.9960362192198221,0.0013649142813172413,0.0,0.0,0.9089355798418922,4.318830714559592e-05
17,0.0,0.006868062219662126,0.9711860140545431,9.502122080764946e-05,0.08951897581804782,0.053370740594284344,0.7567438532690723,7.506031616532437e-05
18,0.1724774893773272,0.0,0.9759147965853021,7.92986251012122e-05,0.31601044980313514,0.05213643577557712,1.1146133156185019,0.0001884145147357083
19,0.2385861368460806,0.0,0.8309037288677629,6.71335366782081e-05,0.0,0.042743882150639366,0.7295663316159973,8.55619055378229e-05
20,0.14658435590627056,0.022045378998128876,0.7206513764460838,7.722276445627637e-05,0.0866090611180213,0.05165693089915023,0.6228743725523725,0.0002536106261951238
21,0.016706607238759368,0.0,0.6301694294254927,0.0002862678483321754,0.12934365397891237,0.03144498525997912,0.551360980686507,0.0006657869223867541
22,0.0,0.0,0.7557899267648388,0.0007276459513933934,0.14589825224787542,0.04612640243335466,1.0514747809652563,0.0004873055613927582
23,0.2106687928517496,0.018944520182895885,1.0177802776892695,4.2907774389257445e-05,0.0,0.019699152341261083,0.8740490899420129,2.5174280488556443e-05
24,0.12314749449539038,0.00044303738211627256,0.8181413174906603,4.928162084743357e-05,0.0,0.0,0.5589754519779419,0.00019470362755650018
25,0.16647968068733857,0.021738833651361315,0.6547935154358069,4.3874949355974856e-05,0.04617225538837067,0.0,0.680288491829896,0.0003252268291068178
26,0.12672537198512687,0.0,0.7386471623130038,7.664217143351982e-05,0.1724986079184409,0.01468105115896793,0.935907748597134,3.381573334161931e-05
27,0.29892703345320976,0.0,0.8782969161578155,0.00032034205646030197,0.0,0.0,0.6817790429219925,5.608620501015056e-05
28,0.21918401641073107,0.0,0.7614020798820955,7.952284167987502e-06,0.0,0.00017193697570927854,0.7071237829361247,2.1683701213982298e-05
29,0.0,0.0,0.8199663671232498,0.0003263386812543608,0.02982305861678023,0.0,0.7742640590091024,0.00016279566772048695
30,0.016797692735662163,0.0,1.0265837818933663,2.6717849371172613e-05,0.20161620083624462,0.0,0.8077120673039905,8.409146029568322e-05
31,0.10121212578861742,0.014817661370821262,0.9109371157098702,0.00036406396082247613,0.006560300798474143,0.0,0.7573382942813006,0.0001870789784330083
32,0.019324216415604275,0.048330200673929326,0.6836847405960896,4.3794736769343405e-05,0.11032476476568608,0.0,1.126805289141104,7.91351466526759e-05
33,0.0,0.0,1.1604421083684875,0.00012516909564534178,0.0,0.0,0.7528344713718452,3.0419196971689994e-05
34,0.15765701149469458,0.06294068375584946,0.7635696847857314,0.00043483193324829163,0.10197844916610868,0.0,0.708979005736106,1.717629855490517e-05
35,0.0862183847729714,0.0,0.882157360837243,0.000956821643159271,0.0,0.0,0.7603242117259207,0.000248628234121689
36,0.0,0.0,0.9560626866748552,0.00017540205873011047,0.09051847043513436,0.04275886441568099,0.6859029753283241,0.00010966792370502994
37,0.04092315497960504,0.0,0.7963554671050398,0.00023916314972522446,0.13115791930446596,0.005469640454332843,0.7249346149076596,1.3379623063385843e-05
38,0.0,0.017333348199091245,0.9632935771366143,1.3638763238585953e-05,0.004080448475548909,0.0,0.6943285713150057,1.88280546784216e-05
39,0.154338189268975,0.014967434004468214,0.7784342069155077,0.0004444229298989361,0.0,0.031877600575973254,0.7557157243981446,4.9229682658492735e-05
40,0.0,0.023620733006287246,0.9132715147214997,0.00015152464786152668,0.07058307493814063,0.017309710055641237,0.8052390367374076,0.0002911847296838114
41,0.0,0.046878079146261444,0.9004994490754347,0.00027332895275814005,0.0,0.002626212667536727,1.0521140285293047,5.740438185746316e-05
