suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0.24140573059137374,0.018443314137890854,0.7667668019695205,0.00026749058190514343,0.15324361251685717,0.018115531718928848,0.5843951211581289,0.0002491282786429135
