suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0.24140573059137344,0.01989998050425127,0.7667668019695212,0.0002659806067404563,0.1444830103172791,0.015242711839211604,0.5693166789726686,0.00032191141445455534
