,FAs,Soft Comp
0,Input X Gradient,1.465966877787228
1,Integrated Gradients,0.6669303241442048
2,Gradient Shap,0.1217932044750504
3,Attention Rollout,0.6004110963923265
4,Attention Last,0.8393153010834301
5,Attention,-0.42639107233336676
6,Ours,4.18798920143669
