,FAs,5% Comp,10% Comp,20% Comp,Mean Comp,Soft Comp
0,Input X Gradient,-0.04671479163568848,0.3566388865084611,0.1799646695939392,0.16329625482223725,0.006161102722804501
1,Integrated Gradients,0.1760935848228487,0.2298035285884329,0.23177824571185968,0.2125584530410471,0.00026991396896689987
2,Gradient Shap,0.3577670048430417,0.3993942879651206,0.2931462708862548,0.35010252123147234,0.0008055774318028999
3,Attention Rollout,-0.01885151686442499,-0.10635899948748262,-0.018924933473482786,-0.04804514994179676,0.0015017332920077
4,Attention Last,0.23728167902128097,0.35880066930946086,0.22455940349071624,0.2735472506071526,0.0023844373718556995
5,Attention,0.1008933127088886,0.3932361851190353,0.44623674590004886,0.3134554145759909,0.0010478278076500001
6,Ours,0.3678507880731355,0.4601290402570757,0.4214237012706196,0.416467843200277,0.27098795711025564
