suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0.10166083014314732,0.36753142084864615,0.8338070534123202,0.019459855192050905,0.06249539985988138,0.14334627114930462,0.7411571463551723,0.0
