id,suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0,0.0,0.05411441794022616,0.9409508679044482,0.0016263677443629756,0.0,0.04801264365819535,0.6042455719205638,0.0005540977646159221
1,0.0,0.0,0.9950805134516042,2.8814111251463593e-05,0.0,0.013871738199085396,0.7348560272230354,9.364921835429596e-05
2,0.16755809395450075,0.011916403254624128,0.9044546234929693,2.720738523701928e-05,0.0,0.01922223096066373,0.7800863723613113,2.911001129259573e-05
3,0.09280238654172626,0.0,1.0885351285735443,0.00039073929572579246,0.09275871491615827,0.0,0.7283933789909213,5.871285112090768e-05
4,0.11092785497765464,0.04571984578033224,0.9635698829424771,0.00018168930279621124,0.0,0.043824068081200575,0.6266228747752687,2.7867986816874637e-05
5,0.0,0.0191572442173538,0.9041930764789138,0.0003153989038204574,0.20066520557798462,0.0,1.0874495048272692,0.00017869477743220582
6,0.0013391658045923823,0.006064779488524138,0.9177141433548296,2.3133755781319263e-05,0.0,0.0,0.6501081366204957,0.0001961172049359494
7,0.005766120015438695,0.048124607897470126,0.8314831753399157,3.094965346931558e-05,0.2430224651994703,0.03637866023812984,0.5611251739008694,5.6811143699411964e-05
8,0.0631906496022582,0.0514421884275919,1.2553261808979508,9.143651251720059e-05,0.0,0.05854704409447136,0.9977628772397852,0.0014794670756444175
9,0.0,0.0,0.8577189315591501,3.799526771636926e-05,0.0,0.0,0.6557133710372021,0.0003388433338715136
10,0.0,0.02225960722477039,0.891452754585498,0.000265181664540477,0.0,0.018791616472872814,0.779158438743221,1.7037007159294377e-05
11,0.23005123099142308,0.0,0.841988927092439,9.059926620475605e-05,0.0,0.0008497503595559276,0.5868297421972388,3.882105578824816e-05
12,0.09757988841200396,0.05189863089607622,0.9296740652168795,8.456505301604926e-05,0.0,0.0,0.6777662559035201,9.623276111172244e-05
13,0.04249425514622469,0.0,1.0715486552708238,0.0008127608439916805,0.1397919730642075,0.0,0.7496642283087225,0.00010884193361603104
14,0.07809117417917415,0.0,0.9264523638777661,0.0001825803398674147,0.1484825319502896,0.0,0.5889541127096466,3.681286939687491e-05
15,0.16842299954545978,0.0,1.0342909922862935,3.958913515646345e-05,0.1563806196572394,0.05219461683893617,0.6073772679661443,9.247057432906651e-05
16,0.0,0.0,0.9960362192198188,0.00018623728182598671,0.0,0.0,0.6787305400816305,7.92733395769199e-05
17,0.0,0.06743597640913153,0.971186014054542,0.0004617516908091482,0.0,0.022757039856472507,0.7237965236881606,0.0005984451899784063
18,0.17247748937733365,0.012564619196778877,0.9759147965852988,7.72602202493378e-05,0.0,0.0408515598575787,0.640711918177547,0.00013894744316231917
19,0.23858613684608104,0.0,0.8309037288677554,5.522496351099755e-05,0.0,0.0,0.5438685345875075,1.2091280892369186e-05
20,0.14658435590626953,0.004668117260287229,0.7206513764460822,8.896265659495138e-05,0.08780868823050056,0.0,0.654913110214374,0.00012050109134784584
21,0.016706607238758202,0.06924561946021045,0.6301694294254915,0.00026243867590567793,0.0,0.027249782982679816,0.6316456029588673,0.0002142721999003571
