suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0.24140573059137344,0.018635327577593525,0.7667668019695212,0.00025466226697043297,0.14417264414808062,0.020517134052660452,0.5680427899169063,0.00028410939112287145
