,FAs,5% Comp,10% Comp,20% Comp,Mean Comp,Soft Comp
0,Input X Gradient,0.382409934440931,0.4588124483594634,0.3199123040680134,0.38704489562280264,0.0032751786067182
1,Integrated Gradients,0.32448380478923744,0.4388338486403282,0.2953200836173637,0.35287924568230966,0.0047677927596689006
2,Gradient Shap,0.46595804240706173,0.3932171414430889,0.2477331336209534,0.3689694391570347,0.0030928613783855006
3,Attention Rollout,-0.0627254918164421,0.4180615971649345,0.21406539548786108,0.18980050027878453,0.0003692320335354996
4,Attention Last,0.5012030626192474,0.526803415959306,0.35023527727287407,0.45941391861714254,0.0016225125157253006
5,Attention,0.5131653867663846,0.584476492409721,0.32935898983231193,0.47566695633613904,0.0005854708396684002
6,Ours,0.5903857089128697,0.5054620888013313,0.30287294833672584,0.46624024868364233,0.24067361448323218
