,FAs,Soft Suff
0,Input X Gradient,-0.0023155270521829996
1,Integrated Gradients,-0.0016996705866001
2,Gradient Shap,-0.0029294841087532
3,Attention Rollout,0.00025584520305149943
4,Attention Last,0.0004450423277760993
5,Attention,0.0006534518254748007
6,Ours,-6.80722080926002e-05
