,FAs,5% Comp,10% Comp,20% Comp,Mean Comp,Soft Comp
0,Input X Gradient,0.4188248699062664,0.30104917482523497,0.153699643374283,0.2911912293685947,0.0248944736093848
1,Integrated Gradients,0.41456049416062557,0.30101194190697894,0.20398706438321446,0.3065198334836062,0.0132139440501034
2,Gradient Shap,0.3859905798171131,0.31844142354503746,0.12584236114425895,0.2767581215021366,0.0177617569737073
3,Attention Rollout,-0.09304605126850732,-0.08452847057740032,0.03710738136758884,-0.046822380159439625,0.0005134858873996999
4,Attention Last,0.12260601852339609,0.22095292106432018,0.1892337569650252,0.17759756551758044,0.00011025836616739958
5,Attention,0.4911303334476889,0.435184254615299,0.22016225385433152,0.3821589473057731,-0.00010530054879430081
6,Ours,0.46669730159348743,0.37754403557815347,0.1956057641986102,0.34661570045675044,0.25264827133774637
