suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0.24140573059137344,0.016608985215068792,0.7667668019695212,0.0003338661708833295,0.14263546875758,0.021428372581312475,0.5818435307758899,0.00020058135173958575
