,FAs,5% Suff,10% Suff,20% Suff,Mean Suff,Soft Suff
0,Input X Gradient,0.0013865156330398996,0.007191386911101199,0.0359747975644549,0.014850900036198668,-0.0004900685052261999
1,Integrated Gradients,0.00023106565375259971,0.0010053454006389,0.023713336984460102,0.0083165826796172,-0.00017845533632299994
2,Gradient Shap,0.003570221075773,0.0114522565420386,0.0296447195588563,0.014889065725555964,0.00032346733377469996
3,Attention Rollout,0.0198687354901944,0.002702077801854299,-0.0013978225649162006,0.00705766357571083,1.9535177415300003e-05
4,Attention Last,0.020929574003365,0.0360363506244257,0.04720724983667199,0.03472439148815423,0.00021784914129640003
5,Attention,0.010449307068614199,0.031110389603105703,0.0423246198186273,0.027961438830115735,7.977976276340006e-05
6,Ours,0.018640213738772598,0.020991944851468297,0.018677429062519797,0.019436529217586904,0.0071236863750283996
