id,suff,comp,random_suff,random_comp
0,0.0,0.7723717538820475,0.0,0.14980994559372146
0,0.0,0.7723717538820475,0.0,0.14980994559372146
1,0.0513451044253511,0.22270302417538196,0.13082135983173154,0.8494489077794518
1,0.0513451044253511,0.22270302417538196,0.13082135983173154,0.8494489077794518
2,0.1180392808299286,0.7701733585719581,0.03295126291920221,0.15679411270676305
2,0.1180392808299286,0.7701733585719581,0.03295126291920221,0.15679411270676305
3,0.07709862328193659,0.7830008679957466,0.0773591811748455,0.3920783504905832
3,0.07709862328193659,0.7830008679957466,0.0773591811748455,0.3920783504905832
4,0.057441361920394764,0.9877632252217424,0.0,0.011719073399786992
4,0.057441361920394764,0.9877632252217424,0.0,0.011719073399786992
5,0.036934825663546125,0.7209389521677221,0.1142094233810069,0.5838735336455463
5,0.036934825663546125,0.7209389521677221,0.1142094233810069,0.5838735336455463
6,0.08821437770059073,0.8010648908695068,0.09971508412887041,0.5030991656298966
6,0.08821437770059073,0.8010648908695068,0.09971508412887041,0.5030991656298966
7,0.0,0.2194173787709769,0.0,0.2606965325227512
7,0.0,0.2194173787709769,0.0,0.2606965325227512
8,0.13166778300339652,0.8508238572807911,0.07764823315451161,0.5761010298972726
8,0.13166778300339652,0.8508238572807911,0.07764823315451161,0.5761010298972726
9,0.16631781046150365,0.9482014520544578,0.046586483140268614,0.5305629491747534
9,0.16631781046150365,0.9482014520544578,0.046586483140268614,0.5305629491747534
10,0.2094867700077368,0.9746373542994564,0.023718127731836628,0.09333463979420817
10,0.2094867700077368,0.9746373542994564,0.023718127731836628,0.09333463979420817
11,0.26367084968214693,0.9638367110540228,0.021220660350554633,0.20307808670278057
11,0.26367084968214693,0.9638367110540228,0.021220660350554633,0.20307808670278057
12,0.20990374087358335,0.9671776648904796,0.04206281343912229,0.4160932897662447
12,0.20990374087358335,0.9671776648904796,0.04206281343912229,0.4160932897662447
13,0.15820850272052342,0.9741817529637536,0.013924917293053667,0.18038691751222544
13,0.15820850272052342,0.9741817529637536,0.013924917293053667,0.18038691751222544
14,0.038241668699556496,0.8113790361583408,0.007667187726482926,0.05115592574915593
14,0.038241668699556496,0.8113790361583408,0.007667187726482926,0.05115592574915593
15,0.11760431745311128,0.79140921909866,0.0028034195769695105,0.1376800246978772
15,0.11760431745311128,0.79140921909866,0.0028034195769695105,0.1376800246978772
16,0.13950463570688362,0.8719548924550378,0.08904743585174305,0.7742693297194435
16,0.13950463570688362,0.8719548924550378,0.08904743585174305,0.7742693297194435
17,0.015281371699485473,0.876120701879642,0.18164561636504456,0.8069323925864695
17,0.015281371699485473,0.876120701879642,0.18164561636504456,0.8069323925864695
18,0.18702055607055199,0.8953317612915495,0.003978494265232115,0.5330663923235547
18,0.18702055607055199,0.8953317612915495,0.003978494265232115,0.5330663923235547
19,0.24143619962475604,0.9347965621740311,0.04295171203203894,0.39017467737057804
19,0.24143619962475604,0.9347965621740311,0.04295171203203894,0.39017467737057804
20,0.059863811678786044,0.9083650032441689,0.024490665481483886,0.40047300663839497
20,0.059863811678786044,0.9083650032441689,0.024490665481483886,0.40047300663839497
21,0.06335610171006766,0.7516516520643914,0.09897498976846004,0.21583400386661805
21,0.06335610171006766,0.7516516520643914,0.09897498976846004,0.21583400386661805
22,0.039954743508481265,0.9363578864999287,0.0636177504250292,0.09122889155936627
22,0.039954743508481265,0.9363578864999287,0.0636177504250292,0.09122889155936627
23,0.23337102479117947,0.9572604324033234,0.04205232468608391,0.11727091489925509
23,0.23337102479117947,0.9572604324033234,0.04205232468608391,0.11727091489925509
24,0.009687300844393077,0.9115228886940704,0.04004246196151901,0.23694290320701522
24,0.009687300844393077,0.9115228886940704,0.04004246196151901,0.23694290320701522
25,0.0534814102339215,0.9680290796036852,0.023780049449482348,0.2140985790582808
25,0.0534814102339215,0.9680290796036852,0.023780049449482348,0.2140985790582808
26,0.12369941344966412,0.9328621123217772,0.0,0.16941891231707518
26,0.12369941344966412,0.9328621123217772,0.0,0.16941891231707518
27,0.08981365336639276,0.9887462637923613,0.0378076342557202,0.23713840402762695
27,0.08981365336639276,0.9887462637923613,0.0378076342557202,0.23713840402762695
28,0.19098155731621458,0.9557065630390256,0.04154127210632817,0.581545891740377
28,0.19098155731621458,0.9557065630390256,0.04154127210632817,0.581545891740377
29,0.05210525680324386,0.9811183013907232,0.03451678762971016,0.2157077219799645
29,0.05210525680324386,0.9811183013907232,0.03451678762971016,0.2157077219799645
30,0.23813448173090868,0.9369069426987844,0.03911935146674192,0.7259590858771044
30,0.23813448173090868,0.9369069426987844,0.03911935146674192,0.7259590858771044
31,0.0,0.45592945217387965,0.013755967755726704,0.27485273208869054
31,0.0,0.45592945217387965,0.013755967755726704,0.27485273208869054
32,0.0,0.4410732763185514,0.0632187248955346,0.5010944345303825
32,0.0,0.4410732763185514,0.0632187248955346,0.5010944345303825
33,0.027058390482974332,0.6606641631093205,0.03925447354158253,0.7882886293221656
33,0.027058390482974332,0.6606641631093205,0.03925447354158253,0.7882886293221656
34,0.057371957200032235,0.9119331870777817,0.03121738320509382,0.2676607766250436
34,0.057371957200032235,0.9119331870777817,0.03121738320509382,0.2676607766250436
