id,uff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0,0.41050757352781586,0.0,0.965480101066845,0.0023053137178547303,0.4027960339022658,0.0,1.3024176718900207,0.00036111712942965015
1,0.3806455306187478,0.0,0.9747938728234155,0.0005493055056098815,0.36745801804327927,0.0,0.49506854255328603,0.0003047160134010495
2,0.29438995401787044,0.018738401890420014,0.7212049147921519,0.00019427309459558399,0.0,0.031781253877954586,0.6261900417386116,0.0003652380516583188
3,0.3844144140075233,0.023871718211354344,1.1633349230071872,0.00039011995728288233,0.0,0.0003437747771843214,0.6621906407236101,0.0011626881717012366
4,0.2538125233128337,0.0,1.000038346007716,0.0002744929679782095,0.215294368707279,0.008541481105107466,0.6087770255029251,0.001485073166015362
5,0.42186184994839265,0.011504671712276954,0.9033415749474055,0.00010740336705322535,0.3671498587829132,0.0,0.5709875365255751,8.798134542900214e-05
6,0.27433402179268607,0.0,0.7611595610268082,0.000994676799379326,0.3831100389850075,0.0,0.8803048550404715,0.00040847835161098223
7,0.4495283892229588,0.0,0.9761380887519338,0.0018267131775963682,0.33781204211256566,0.01816421827380543,0.47863552581352015,9.086278134658594e-05
8,0.391711711815056,0.012904905364620167,1.2368344042289114,0.002525330850668177,0.0,0.04501659168838747,0.543568721156054,0.0007347066793937393
9,0.3324487831406867,0.0,0.7047946068780111,0.0030700734793952414,0.21967430515564934,0.03685421326626211,0.9712713826145455,0.0002777169336872064
10,0.2809849446948922,0.05350557644500355,0.7181467143410353,5.625987248715723e-05,0.0,0.03222849131904429,0.5498883325549082,5.413803170264416e-05
11,0.4305579782218786,0.04193663579738302,0.7238837045596325,0.00030484645020497427,0.43542961817207365,0.0,0.6461230548910328,0.0011127543001254988
12,0.36170453831092714,0.056522592417812864,0.9241510123210662,0.00024409266377272516,0.3693563913077831,0.01946369266202067,0.500147320383936,3.4745820303930915e-05
13,0.0,0.038030002225909666,1.2833045000696603,0.0020896610368829715,0.02304847082530977,0.015050802064926504,0.5738270022983999,0.00043536626567787474
14,0.240324754718064,0.0,0.9957150861915753,4.051778670367138e-05,0.2774113934862599,0.0,0.5449863344409026,0.0001066031734803293
15,0.4799415876226137,0.08942364474930792,1.1273909906873332,0.0001408782589863315,0.11428457181218282,0.06173692703059381,0.4254863394327708,0.0009759607812506003
16,0.37366340891318967,0.048049431905097514,0.6984352476813429,0.001120678350844328,0.20716385548034041,0.03202379386621728,0.5229469795579369,0.0009884770828001098
17,0.2693465578330194,0.028285613183177877,0.9352610222775934,0.0001991434377298718,0.26815957678250957,0.006064950399334319,0.4649477943832075,0.0016245855913296563
18,0.41619980807178064,0.021853639840685772,0.8635820349288031,0.0007043020197327736,0.0,0.049252414181404795,0.48475567072809184,0.00033913577660964965
19,0.251592938078104,0.0,0.7122704594817219,0.0002567266617747753,0.21807004346057865,0.0,0.7147455300628098,9.674483141492736e-05
20,0.2773795584648729,0.02831106437442987,0.6439941685729023,0.0026480745966225698,0.3912209056886881,0.009112607202889299,0.3878350536455971,0.00014647193014309814
21,0.4576003807857887,0.04486212213296849,0.6015925861008873,0.00049603104627445,0.210453656875599,0.0,0.43332888106903916,0.0004988433320192158
22,0.40224027345185687,0.0,0.7113872485556483,0.00030208806664650076,0.44275139167459265,0.0,0.38095607603353154,0.0007615500368137734
23,0.27891283125947713,0.07405287422853447,0.6798095032414433,0.00017585683396461935,0.44261467466699106,0.006075149405799645,0.6228886186588479,0.0013228301179110922
24,0.435422008480322,0.0,0.7504184651926582,0.0008264577074369438,0.5019809323846557,0.038834893086820914,0.5736708671371658,0.0003057759660497657
25,0.262281452165802,0.02067489405831357,0.7467325754706827,0.00128291842830738,0.10819487774368854,0.0,0.4652555316072672,0.00026995989674503734
26,0.2820216544046451,0.0,0.7322451843190174,0.00010562872952387633,0.2711965933349417,0.013841877497136819,0.6690412391659412,0.00014719351502256455
27,0.3790470576207886,0.0,0.6405611852227566,0.001254959074845086,0.0,0.02049754668965588,0.6373712428369462,0.00013016929211561953
28,0.3057912088299727,0.0,0.7823969370863745,0.00038494526365197366,0.0,0.006718703454819972,0.5423027263262744,7.486343243505261e-05
29,0.4590004842447533,0.0,0.5510206869503074,0.00016014985689474993,0.09785291586504641,0.0,0.4710052231901858,0.0013902186214218343
30,0.30286523810632443,0.0,0.6318776584921589,0.00015491689363217654,0.013723688937798116,0.0,0.54883582429084,0.000166534149609385
31,0.2941937130630997,0.0,0.6434520301524492,6.815257904996105e-05,0.0,0.025390177523996787,0.6040871162478627,0.00031264727285814845
32,0.3864955178502519,0.0,0.7635832062764115,0.00023987695299251442,0.4610153972239514,0.0,0.5267552025309471,0.00020789072878429096
33,0.40995625228956833,0.0,0.6978961201757321,2.9424508089948663e-05,0.3332194136584988,0.0,0.44045084001219253,3.550021699123484e-05
34,0.21231641732482467,0.0,0.680576222777684,0.0014622077090840576,0.049378466575254604,0.014968005186794312,0.5024958459278445,0.0001875087500423202
35,0.42336177853069423,0.0,0.7068817190029789,0.0006187722792618513,0.0,0.01863605494947998,0.358781058784395,0.0028077071928746616
36,0.3601651059814652,0.028636134350616238,0.8117038040803238,0.00039194307724729836,0.0,0.0,0.5229909991737518,0.0005251483148427095
