suff,soft_suff,comp,soft_comp,random_suff,random_soft_suff,random_comp,random_soft_comp
0.3663770441298108,0.00936545563296373,0.8505913996098635,0.0009355094460920229,0.18419761572294552,0.009145069023906058,0.6521450611628968,0.0007736997935381122
