,FAs,Soft Suff
0,Input X Gradient,0.008411985291691602
1,Integrated Gradients,0.014791466263836598
2,Gradient Shap,0.0027943416001356995
3,Attention Rollout,0.0002534925363711
4,Attention Last,-0.0001714254432713001
5,Attention,-0.0011458334297675
6,Ours,0.022171801153184498
