,FAs,5% Suff,10% Suff,20% Suff,Mean Suff,Soft Suff
0,Input X Gradient,0.0211511612416976,0.1035905757694871,0.2616672904333857,0.12880300914819012,0.008411985291691602
1,Integrated Gradients,0.025647401216475404,0.027338299264073898,0.1510168946746453,0.06800086505173152,0.0061183825013712
2,Gradient Shap,0.0115593424726296,0.0421202890574347,0.15535195119872802,0.06967719424293077,0.0027943416001356995
3,Attention Rollout,-0.0064642979150369,-0.009025945988011999,-0.0158913569336567,-0.0104605336122352,0.0002534925363711
4,Attention Last,0.006540442191259899,0.0902899241888812,0.3575379908111021,0.15145611906374776,-0.0001714254432713001
5,Attention,0.013090207396835599,0.13444774151460132,0.41299574467246647,0.18684456452796783,-0.0011458334297675
6,Ours,0.0197968076245934,0.043698306939848996,0.0996081470022675,0.05436775385556997,0.022171801153184498
